1.83E-07,2.31E-07,0.999991,1.84E-09,2.09E-06,2.16E-08,2.65E-06,3.72E-06,1.03E-08,1.99E-08,0,0,1,0,0,0,0,0,0,0
1.26E-08,4.55E-07,2.31E-05,0.954376,0.0448597,5.53E-05,1.75E-05,1.05E-05,0.000573074,8.47E-05,0,0,0,1,0,0,0,0,0,0
1.14E-08,2.32E-07,0.0219924,4.59E-06,0.95707,0.000916852,9.37E-05,0.0121224,0.00779047,9.25E-06,0,0,0,0,1,0,0,0,0,0
7.05E-08,8.56E-06,0.996879,2.25E-05,0.0027519,0.000231331,1.80E-05,4.95E-07,3.86E-05,4.93E-05,0,0,1,0,0,0,0,0,0,0
4.40E-09,6.50E-06,9.83E-05,4.06E-08,0.999874,1.72E-06,5.88E-07,3.43E-06,1.45E-05,6.59E-07,0,0,0,0,1,0,0,0,0,0
3.86E-10,2.15E-07,2.81E-06,7.50E-07,0.640054,0.35942,0.000213825,4.86E-08,0.000284028,2.46E-05,0,0,0,0,0,1,0,0,0,0
2.46E-13,8.98E-10,9.17E-08,6.15E-10,1.21E-05,1.17E-11,3.67E-09,1.47E-08,0.999988,6.78E-09,0,0,0,0,0,0,0,0,1,0
4.56E-11,9.37E-10,2.82E-09,1.06E-09,0.999997,5.49E-10,2.02E-09,2.29E-10,2.56E-06,8.54E-09,0,0,0,0,1,0,0,0,0,0
1.00E-09,1.59E-07,0.00472925,6.56E-11,0.995258,1.05E-08,1.68E-08,6.51E-07,1.23E-05,9.11E-09,0,0,0,0,1,0,0,0,0,0
4.87E-07,3.91E-06,0.0123799,7.20E-07,0.825785,0.000241675,1.35E-05,0.00124158,0.160228,0.00010466,0,0,0,0,1,0,0,0,0,0
1.91E-27,3.63E-21,9.42E-22,5.78E-26,1,1.14E-22,4.51E-21,1.21E-27,1.19E-17,6.00E-23,0,0,0,0,1,0,0,0,0,0
1.78E-09,5.86E-09,0.269497,3.18E-07,0.00371803,0.726631,8.05E-07,1.13E-07,0.000144771,7.83E-06,0,0,0,0,0,1,0,0,0,0
8.94E-06,0.00427838,0.0205686,3.33E-05,0.946495,0.000814313,0.0048217,0.00136805,0.0209531,0.000658318,0,0,0,0,1,0,0,0,0,0
1.20E-06,1.58E-05,0.0425443,0.000543478,0.0280934,5.45E-05,0.0189722,0.000718647,0.908894,0.000161989,0,0,0,0,0,0,0,0,1,0
4.59E-06,6.06E-06,0.999415,6.51E-05,5.50E-05,4.52E-06,7.89E-06,0.000325853,9.87E-05,1.69E-05,0,0,1,0,0,0,0,0,0,0
1.45E-05,5.11E-07,0.0171249,3.98E-06,0.978989,1.86E-07,6.91E-06,0.00383742,2.04E-05,1.81E-06,0,0,0,0,0,0,0,1,0,0
5.92E-06,6.16E-05,0.962476,6.78E-06,6.21E-05,8.30E-06,0.000993127,0.00115463,0.0351864,4.53E-05,0,0,1,0,0,0,0,0,0,0
5.10E-10,7.11E-07,0.303401,1.27E-05,0.00446305,1.14E-06,7.59E-07,0.6918,0.000319452,8.02E-07,0,0,1,0,0,0,0,0,0,0
5.23E-09,4.87E-06,0.270611,0.00152596,0.000189771,1.13E-08,5.21E-10,0.72762,2.53E-05,2.22E-05,0,0,0,1,0,0,0,0,0,0
0.000143035,0.0151343,0.529035,0.00138158,0.387811,0.0006109,0.00912262,0.00856969,0.0442794,0.00391178,0,0,1,0,0,0,0,0,0,0
1.24E-09,5.51E-07,0.00569317,8.13E-08,0.0018564,7.73E-08,1.67E-06,0.986294,0.00614175,1.27E-05,0,0,0,0,0,0,0,1,0,0
2.37E-08,1.03E-06,0.999958,1.40E-06,1.33E-06,1.83E-06,1.11E-05,2.09E-05,3.91E-06,9.69E-07,0,0,1,0,0,0,0,0,0,0
1.07E-09,5.10E-07,0.000425241,4.99E-09,0.999396,1.93E-08,2.61E-08,1.68E-06,0.000176387,3.56E-07,0,0,0,0,1,0,0,0,0,0
4.86E-08,4.66E-08,0.999898,1.02E-05,3.88E-05,3.31E-06,3.90E-08,4.89E-05,1.11E-07,4.43E-07,0,0,1,0,0,0,0,0,0,0
3.14E-10,2.18E-08,0.00235161,9.95E-08,0.0017973,6.51E-07,3.42E-06,0.993938,0.00185338,5.56E-05,0,0,0,0,0,0,0,1,0,0
3.23E-05,0.00238235,0.832294,0.00487817,0.000436177,2.25E-05,5.51E-05,0.0136545,0.145754,0.000490793,0,0,1,0,0,0,0,0,0,0
1.31E-09,6.95E-07,0.000342208,5.10E-08,7.84E-06,2.13E-06,1.33E-05,0.000186438,0.999446,9.41E-07,0,0,0,0,0,0,0,0,1,0
1.02E-06,0.00199279,0.0986603,3.21E-06,0.581006,0.00365526,0.00259618,0.113668,0.198248,0.00017013,0,0,0,0,1,0,0,0,0,0
1.42E-06,1.01E-05,0.995623,1.61E-06,0.000340903,5.36E-06,2.63E-05,1.12E-05,0.00397967,6.20E-08,0,0,1,0,0,0,0,0,0,0
9.60E-05,0.000573453,0.132274,2.13E-05,0.814679,0.000771821,0.000171278,0.0433204,0.00807321,1.89E-05,0,0,0,0,1,0,0,0,0,0
3.12E-13,5.96E-10,7.09E-06,3.86E-10,0.99999,8.80E-10,5.05E-08,2.46E-07,2.41E-06,3.77E-08,0,0,0,0,1,0,0,0,0,0
2.60E-12,1.78E-07,0.00060791,1.81E-07,0.00153761,5.11E-07,2.45E-08,0.996388,0.001449,1.68E-05,0,0,0,0,0,0,0,1,0,0
1.31E-06,1.78E-08,0.999999,5.24E-09,4.05E-09,1.05E-08,7.63E-09,4.05E-09,1.68E-10,3.02E-09,0,0,1,0,0,0,0,0,0,0
3.97E-06,2.41E-05,0.99716,6.26E-05,0.00211602,3.74E-05,0.000264493,0.000148377,0.000147316,3.60E-05,0,0,1,0,0,0,0,0,0,0
3.58E-10,1.35E-08,0.999996,1.69E-10,4.23E-07,1.35E-07,1.01E-08,4.49E-08,3.77E-06,7.32E-08,0,0,1,0,0,0,0,0,0,0
5.56E-07,9.17E-06,0.994476,9.14E-06,0.000444172,2.66E-05,1.15E-06,2.87E-06,0.005009,2.16E-05,0,0,1,0,0,0,0,0,0,0
7.12E-05,0.00119851,0.990915,0.000171929,5.07E-05,0.000836251,0.000425721,0.000543678,0.00559777,0.00018931,0,0,1,0,0,0,0,0,0,0
3.44E-06,1.51E-05,0.00930682,4.98E-07,0.107873,0.000816934,2.12E-06,0.00484107,0.877117,2.39E-05,0,0,0,0,1,0,0,0,0,0
4.91E-06,0.00146674,0.0602403,0.000139677,0.0193341,6.07E-06,0.000115346,0.00506548,0.913588,3.94E-05,0,0,0,0,0,0,0,0,1,0
0.00039933,0.0134439,0.331373,0.00385713,0.211592,0.00639573,0.00955081,0.0401098,0.381458,0.00182017,0,0,0,0,1,0,0,0,0,0
4.82E-07,0.000119896,0.000680654,8.38E-05,0.997236,0.000116041,4.14E-06,1.71E-06,0.00147505,0.000281764,0,0,0,0,1,0,0,0,0,0
2.46E-06,7.65E-05,0.999892,9.60E-09,3.51E-08,1.68E-07,1.51E-08,1.16E-05,1.68E-05,1.87E-07,0,0,1,0,0,0,0,0,0,0
0.000217419,0.00823462,0.0863434,0.00525012,0.0301944,0.836661,0.00780004,0.0109191,0.00100158,0.0133786,0,0,0,0,0,1,0,0,0,0
1.82E-08,1.61E-06,0.00080042,7.40E-08,0.995918,2.00E-07,2.55E-05,0.000121158,0.00313222,4.32E-07,0,0,0,0,1,0,0,0,0,0
2.20E-05,0.000119309,0.118239,0.000323309,0.81893,0.0565265,0.000225257,0.000120288,0.00496284,0.00053153,0,0,0,0,1,0,0,0,0,0
1.73E-05,0.000157056,0.000179993,4.40E-05,0.992508,0.00548667,0.000946703,3.57E-06,0.000433209,0.000223066,0,0,0,0,1,0,0,0,0,0
2.38E-08,0.000297171,0.001055,5.27E-06,0.988062,6.34E-05,9.33E-05,1.73E-06,0.0101097,0.000312189,0,0,0,0,1,0,0,0,0,0
2.95E-07,2.27E-05,0.350049,1.03E-05,0.644891,5.75E-06,0.000191034,1.96E-05,0.00476149,4.89E-05,0,0,0,0,1,0,0,0,0,0
4.20E-09,8.80E-10,0.000168632,2.74E-06,0.000473118,0.999333,2.14E-07,1.25E-08,2.96E-06,1.93E-05,0,0,0,0,0,1,0,0,0,0
0.00113504,0.00410243,0.475672,0.000497583,0.0118212,0.0260761,0.212296,0.176366,0.086041,0.00599321,0,0,0,0,0,0,0,0,1,0
2.70E-07,0.000319173,0.00733287,3.24E-06,0.47802,0.000160361,0.000261903,1.27E-07,0.513128,0.000773402,0,0,0,0,0,0,1,0,0,0
1.30E-11,8.38E-09,2.84E-06,1.14E-09,0.999957,3.36E-08,8.92E-07,9.21E-07,3.78E-05,2.04E-08,0,0,0,0,1,0,0,0,0,0
6.77E-09,1.70E-05,1.44E-07,1.84E-07,0.999823,0.000109622,8.34E-07,7.76E-10,1.38E-05,3.57E-05,0,0,0,0,1,0,0,0,0,0
9.92E-08,6.75E-07,8.25E-06,3.05E-07,0.99997,3.59E-07,8.82E-06,4.40E-07,2.45E-07,1.09E-05,0,0,0,0,1,0,0,0,0,0
7.00E-07,2.90E-06,0.999038,2.14E-06,0.00037874,4.80E-06,3.63E-05,0.000232072,3.36E-05,0.000270563,0,0,1,0,0,0,0,0,0,0
