1,0,3,0.00000014,0.00000053,0.99452068,0.00000020,0.00044802,0.00000285,0.00000057,0.00012205,0.00490462,0.00000034
2,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3,0,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4,4,3,0.00001313,0.00019180,0.36815664,0.00001139,0.34528620,0.00006709,0.00003170,0.00011621,0.28610070,0.00002515
5,2,2,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6,0,3,0.00004171,0.00011861,0.97142768,0.00004284,0.00107330,0.00006687,0.00006529,0.00235927,0.02475028,0.00005415
7,5,5,0.00000002,0.00000010,0.00000000,0.00000004,0.99911256,0.00000106,0.00000014,0.00000064,0.00088534,0.00000010
8,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9,5,5,0.00000000,0.00000001,0.00000000,0.00000000,0.99997417,0.00000005,0.00000001,0.00000003,0.00002572,0.00000001
10,4,6,0.00074267,0.00146352,0.00006486,0.00164132,0.19723099,0.77314542,0.00110310,0.00217028,0.01317032,0.00926752
11,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12,6,6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
13,9,9,0.00000000,0.00000001,0.00000000,0.00000000,0.00000948,0.00000001,0.00000000,0.00000002,0.99999047,0.00000000
14,6,6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15,5,5,0.00001569,0.00004319,0.00000355,0.00002329,0.94909857,0.00020507,0.00004527,0.00007680,0.05044812,0.00004046
16,5,5,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
17,5,9,0.00002289,0.00007914,0.00000508,0.00002922,0.30044688,0.00015890,0.00007421,0.00011541,0.69902244,0.00004582
18,4,4,0.01719035,0.02459924,0.01680266,0.50096483,0.13712344,0.04293434,0.01965993,0.06352162,0.15100210,0.02620149
19,5,5,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
20,6,6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
21,5,5,0.00000029,0.00000117,0.00000005,0.00000036,0.99976471,0.00000248,0.00000092,0.00000145,0.00022793,0.00000064
22,9,9,0.00000163,0.00000449,0.00000142,0.00000207,0.00042037,0.00000577,0.00000303,0.00000785,0.99954998,0.00000339
23,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
24,6,6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
25,8,5,0.00000541,0.00001484,0.00000123,0.00000691,0.99826415,0.00003355,0.00001358,0.00003305,0.00161651,0.00001077
26,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
27,3,3,0.00002811,0.00003540,0.99741060,0.00004346,0.00013808,0.00003326,0.00003043,0.00203760,0.00020956,0.00003349
28,8,8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000
29,4,8,0.02584934,0.03632633,0.09181884,0.17474618,0.11206638,0.04981790,0.03026950,0.28219329,0.16005359,0.03685866
30,6,6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
31,3,3,0.00000019,0.00000020,0.99999737,0.00000016,0.00000043,0.00000016,0.00000016,0.00000049,0.00000066,0.00000018
32,9,9,0.00000044,0.00000121,0.00000016,0.00000055,0.00002896,0.00000087,0.00000078,0.00000257,0.99996375,0.00000071
33,8,8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000
34,5,5,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
35,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
36,5,5,0.00001564,0.00003377,0.00000467,0.00001885,0.99895646,0.00008067,0.00003702,0.00005136,0.00077315,0.00002842
37,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,3,3,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
39,8,8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000
40,3,3,0.00000006,0.00000006,0.99999934,0.00000005,0.00000008,0.00000004,0.00000005,0.00000014,0.00000013,0.00000005
41,9,9,0.00000695,0.00001577,0.00000315,0.00000836,0.00044386,0.00001550,0.00001103,0.00002336,0.99946114,0.00001088
